Fecha,BTC_price,BTC_supply,MarketCapBTC_USD,M2SL_USD,m2_published,TxVolumeUSD,TxTfrCnt,Gold_price,Dominance_dec,DMB,MC2,MC1,RV12,UC
2022-06-01,20702.23,19081800.0,395035812414.0,21651100000000.0,True,136662941048.18015,257529.875,1807.3,0.4230533333333334,-4.003835115323425,-5.065293930418431,-4.305354547383682,-0.5294120945071754,-0.3102515754870693
2022-07-01,23792.0,19108931.25,454639692300.0,21652500000000.0,True,97532504168.18678,251157.14285714287,1754.4,0.4006677419354838,-3.8633709800157887,-5.402690501674891,-4.331832299060318,-0.5382361463962859,-0.4026836221310447
2022-08-01,19793.02,19137975.0,378798321934.5,21638900000000.0,True,69635854970.24602,247733.875,1716.9,0.3825677419354839,-4.045243968524513,-5.738968307564742,-4.347074774716777,-0.8503790225823433,-0.4786636182600216
2022-09-01,19104.89,19165306.25,366151067722.5625,21536700000000.0,True,64977439874.927605,256891.375,1663.6,0.3726366666666667,-4.074467734048457,-5.803473604828365,-4.3122036271600015,-0.7092760212423235,-0.5209219908882206
2022-10-01,20816.16,19194950.0,399565150392.0,21461400000000.0,True,54341757899.732124,257123.42857142858,1640.7,0.37923870967741935,-3.983634419968204,-5.978718298219826,-4.312846266167571,-1.003382326772047,-0.49278076476528304
2022-11-01,16453.47,19221087.5,316253586548.625,21406300000000.0,True,96862668191.80286,262799.5,1753.2,0.36607999999999996,-4.214896169365691,-5.39814636672227,-4.2923718785882174,-1.1899723350033786,-0.5490708747588079
2022-12-01,16539.28,19248668.75,318359122083.5,21290800000000.0,True,52116723359.45187,254060.75,1826.0,0.375,-4.2028502731964945,-6.012544450468037,-4.327623769830873,-1.0303295823667211,-0.5108256237659907
2023-01-01,23755.85,19278206.25,457970175944.0625,21279400000000.0,True,63654184037.10057,283264.14285714284,1936.6,0.39292580645161285,-3.838690683601509,-5.812029689658046,-4.220350697697122,-0.5427626643440157,-0.43503020709682955
2023-02-01,23563.11,19304512.5,454874351533.875,21242600000000.0,True,57480978952.01035,305518.85714285716,1836.7,0.40269285714285724,-3.843742648071068,-5.912309786168418,-4.146082653638991,-0.43584693235707916,-0.3942573279574565
2023-03-01,28033.06,19333725.0,541983472948.5,20946700000000.0,True,98119846910.27332,328765.0,1988.5,0.4238322580645162,-3.654500886783486,-5.363546735883786,-4.07426304944843,-0.5327358041550865,-0.3070610777557337
2023-04-01,29480.35,19360656.25,570758922479.6875,20761300000000.0,True,76236653632.66933,371684.5,1999.0,0.4441433333333334,-3.593879037551902,-5.607003589901563,-3.952952881329027,-0.35477255750177755,-0.22436313409209807
2023-05-01,27744.66,19389481.25,537954564857.625,20829600000000.0,True,68031183190.441505,495315.71428571426,1973.1,0.4470548387096775,-3.656356226340126,-5.724164154606007,-3.667290628503353,-0.2007828908442731,-0.21257756199887468
2023-06-01,30266.7,19416437.5,587671488881.25,20799200000000.0,True,101139799652.6276,396537.625,1917.9,0.4622633333333333,-3.5665017040182243,-5.326166088652969,-3.8911043507301084,0.3204098557233996,-0.1512342588996513
2023-07-01,29316.12,19444568.75,570039310823.25,20791100000000.0,True,86576717853.0969,462497.25,1979.6,0.47189354838709685,-3.5965749646981764,-5.4812493570446446,-3.7386824574172834,0.08802025969124992,-0.11254444921737557
