date,value
2026-04-01,55.95075781659408
2026-05-01,56.06543499602435
2026-06-01,56.1839347481023
2026-07-16,56.20075636319001
2026-07-17,56.25226971784614
2026-07-18,56.49119263434618
2026-07-19,56.60042921100564
2026-07-20,56.5032500287597
2026-07-21,56.943438996033336
2026-07-22,56.643867155897496
2026-07-23,56.576943439498585
2026-07-24,56.465815983222434
2026-07-25,56.5377518317578
2026-07-26,56.49699993526017
2026-07-27,56.473547690986216
2026-07-28,56.32769605800607
2026-07-29,56.39573665453324
2026-07-30,56.6068004851506
2026-07-31,56.10856938216079
2026-08-01,56.268942857436286
2026-08-02,56.27008087466528
2026-08-03,56.42768813338762
2026-08-04,56.52685665839778
2026-08-05,56.634277302113134
2026-08-06,56.69762672994808
2026-08-07,56.699277706948045
2026-08-08,56.71920252816621
2026-08-09,56.66795900923765
2026-08-10,56.60873314380671
2026-08-11,56.49435414306523
2026-08-12,56.28964713307781
2026-08-13,56.31994529694639
2026-08-14,56.08171816841644
2026-08-15,56.10710656154597
2026-08-16,56.14959391882627
2026-08-17,56.24435607706402
2026-08-18,56.51156383225826
2026-08-19,56.60291317432791
2026-08-20,58.65946394776863
2026-08-21,59.262503583659786
